;scopusID;eID;title;creator;date;pubName;volume;pageNum;citationID;Author
4787;SCOPUS_ID:84880346114;2-s2.0-84880346114;A new blood collection device minimizes cellular DNA release during sample storage and shipping when compared to a standard device;Norton S.;07.01.2013;Journal of Clinical Laboratory Analysis;27;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880346114&origin=inward;"Norton S.E.:57197317405;Luna K.K.:55320725200;Lechner J.M.:15725602600;Qin J.:55320833300;Fernando M.R.:7102284601"
4788;SCOPUS_ID:84877926999;2-s2.0-84877926999;Effects of eye rubbing on the levels of protease, protease activity and cytokines in tears: Relevance in keratoconus;Balasubramanian S.;03.01.2013;Clinical and Experimental Optometry;96;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877926999&origin=inward;"Balasubramanian S.A.:16168864500;Pye D.C.:7005235420;Willcox M.D.:7102860329"
4789;SCOPUS_ID:84877701356;2-s2.0-84877701356;Training history, deliberate practice and elite sports performance: An analysis in response to Tucker and Collins review-what makes champions?;Ericsson K.;06.01.2013;British Journal of Sports Medicine;47;2;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877701356&origin=inward;Ericsson K.A.:7006566002
4790;SCOPUS_ID:84876699699;2-s2.0-84876699699;Association analysis of ACE and ACTN3 in Elite Caucasian and East Asian Swimmers;Wang G.;05.01.2013;Medicine and Science in Sports and Exercise;45;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876699699&origin=inward;"Wang G.:55503825500;Mikami E.:52664087900;Chiu L.-L.:8072673600;De Perini A.:55661693100;Deason M.:35749903500;Fuku N.:6508346353;Miyachi M.:57202292361;Kaneoka K.:6603304959;Murakami H.:35620854800;Tanaka M.:7408427282;Hsieh L.-L.:7101988952;Hsieh S.S.:15820650900;Caporossi D.:7003713107;Pigozzi F.:16948474700;Hilley A.:55503470500;Lee R.:55503291800;Galloway S.D.R.:7102046506;Gulbin J.:6602907913;Rogozkin V.A.:7005902768;Ahmetov I.I.:14024161200;Yang N.:36017909700;North K.N.:7006800614;Ploutarhos S.:55503115000;Montgomery H.E.:35482685300;Bailey M.E.S.:8896542700;Pitsiladis Y.P.:6602991841"
4791;SCOPUS_ID:84876697145;2-s2.0-84876697145;Maternal exercise improves insulin sensitivity in mature rat offspring;Carter L.;05.01.2013;Medicine and Science in Sports and Exercise;45;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876697145&origin=inward;"Carter L.G.:55414109200;Qi N.R.:8418785800;Cabo R.D.:6602763291;Pearson K.J.:22635732800"
4792;SCOPUS_ID:84871195476;2-s2.0-84871195476;Gauging the likelihood of stable cavitation from ultrasound contrast agents;Bader K.;01.07.2013;Physics in Medicine and Biology;58;17;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871195476&origin=inward;"Bader K.B.:55338746400;Holland C.K.:7201829266"
4793;SCOPUS_ID:84887830506;2-s2.0-84887830506;A prospective, multi-Institutional diagnostic trial to determine pathologist accuracy in estimation of percentage of malignant cells;Viray Dr. H.;11.01.2013;Archives of Pathology and Laboratory Medicine;137;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887830506&origin=inward;"Viray Dr. H.:55931909500;Li K.:55894418100;Long T.A.:7202791158;Vasalos P.:55931837300;Bridge Dr. J.A.:55931733800;Jennings Dr. L.J.:16309634200;Halling K.C.:7004858778;Hameed Dr. M.:7006759317;Rimm Dr. D.L.:55931735300"
4794;SCOPUS_ID:84887106867;2-s2.0-84887106867;Diabetes mellitus increases the risk of bladder cancer: An updated meta-analysis of observational studies;Fang H.;11.01.2013;Diabetes Technology and Therapeutics;15;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887106867&origin=inward;"Fang H.:56559152300;Yao B.:37087872900;Yan Y.:55916450200;Xu H.:56402028300;Liu Y.:55917973000;Tang H.:55916144600;Zhou J.:55917264700;Cao L.:55916990100;Wang W.:57192616160;Zhang J.:55918006600;Zhao L.:55917877800;Chen X.:8043429800;Zhang F.:55378275200;Zhao Y.:55917693400"
4795;SCOPUS_ID:84883249219;2-s2.0-84883249219;"Assessment of extracts of Helichrysum arenarium, Crataegus monogyna, Sambucus nigra in photoprotective UVA and UVB; Photostability in cosmetic emulsions";Jarzycka A.;09.05.2013;Journal of Photochemistry and Photobiology B: Biology;128;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883249219&origin=inward;"Jarzycka A.:47061447800;Lewinska A.:36163305600;Gancarz R.:7003699322;Wilk K.A.:7005207365"
4796;SCOPUS_ID:84881142190;2-s2.0-84881142190;Fever, hyperthermia and the heat shock response;Singh I.;01.01.2013;International Journal of Hyperthermia;29;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881142190&origin=inward;"Singh I.S.:7401775103;Hasday J.D.:7005161896"
4797;SCOPUS_ID:84879762453;2-s2.0-84879762453;Review on intermediate filaments of the nervous system and their pathological alterations;Lépinoux-Chambaud C.;07.01.2013;Histochemistry and Cell Biology;140;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879762453&origin=inward;"Lepinoux-Chambaud C.:55667749100;Eyer J.:55582510000"
4798;SCOPUS_ID:84879488283;2-s2.0-84879488283;Phase-transition thresholds and vaporization phenomena for ultrasound phase-change nanoemulsions assessed via high-speed optical microscopy;Sheeran P.;07.07.2013;Physics in Medicine and Biology;58;21;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879488283&origin=inward;"Sheeran P.S.:56735950300;Matsunaga T.O.:7401741749;Dayton P.A.:7006230860"
4799;SCOPUS_ID:84879526354;2-s2.0-84879526354;Discriminating children with language impairment among english-language learners from diverse first-language backgrounds;Paradis J.;07.04.2013;Journal of Speech, Language, and Hearing Research;56;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879526354&origin=inward;"Paradis J.:7003381055;Schneider P.:7402107269;Duncan T.S.:37033780300"
4800;SCOPUS_ID:84878878439;2-s2.0-84878878439;Aerobic training workload affects human endothelial cells redox homeostasis;Conti V.;01.01.2013;Medicine and Science in Sports and Exercise;45;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878878439&origin=inward;"Conti V.:23567552700;Russomanno G.:39262517800;Corbi G.:9535074800;Guerra G.:7103294850;Grasso C.:54792014800;Filippelli W.:7004429202;Paribello V.:55446327600;Ferrara N.:35414915500;Filippelli A.:7005109783"
4801;SCOPUS_ID:84877937552;2-s2.0-84877937552;Gleason score 7 adenocarcinoma of the prostate with lymph node metastases: Analysis of 184 radical prostatectomy specimens;Kryvenko O.;05.01.2013;Archives of Pathology and Laboratory Medicine;137;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877937552&origin=inward;"Kryvenko O.N.:36933922400;Gupta N.S.:56424730100;Virani N.:55734953400;Schultz D.:7202619719;Gomez J.:55735001500;Amin A.:34869108600;Lane Z.:23100342700;Epstein J.I.:36043371100"
4802;SCOPUS_ID:84877921331;2-s2.0-84877921331;Insights into keratoconus from a genetic perspective;Burdon K.;03.01.2013;Clinical and Experimental Optometry;96;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877921331&origin=inward;"Burdon K.P.:6603187151;Vincent A.L.:7201634556"
4803;SCOPUS_ID:84874927165;2-s2.0-84874927165;Isolation and characterization of human mesenchymal stem cells derived from shoulder tissues involved in rotator cuff tears;Utsunomiya H.;03.01.2013;American Journal of Sports Medicine;41;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874927165&origin=inward;"Utsunomiya H.:55488428200;Uchida S.:7402134306;Sekiya I.:6701719759;Sakai A.:55446365000;Moridera K.:26325008800;Nakamura T.:35307708000"
4804;SCOPUS_ID:84872362312;2-s2.0-84872362312;Single-molecule coordinate-based analysis of the morphology of HIV-1 assembly sites with near-molecular spatial resolution;Malkusch S.;01.01.2013;Histochemistry and Cell Biology;139;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872362312&origin=inward;"Malkusch S.:37113717200;Muranyi W.:6603637980;Muller B.:7403187010;Krausslich H.-G.:7006112877;Heilemann M.:6701502015"
4805;SCOPUS_ID:84888197907;2-s2.0-84888197907;Characterization of primary and secondary malignant liver lesions from B-mode ultrasound;Virmani J.;12.01.2013;Journal of Digital Imaging;26;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888197907&origin=inward;"Virmani J.:54897388000;Kumar V.:25646515800;Kalra N.:7006315046;Khandelwal N.:7006950739"
4806;SCOPUS_ID:84887143415;2-s2.0-84887143415;Early controlled tension improves the material properties of healing human achilles tendons after ruptures: A randomized trial;Schepull T.;11.01.2013;American Journal of Sports Medicine;41;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887143415&origin=inward;"Schepull T.:23502343500;Aspenberg P.:56249800800"
4807;SCOPUS_ID:84883284814;2-s2.0-84883284814;Red cell volume expansion at altitude: A meta-analysis and Monte Carlo simulation;Rasmussen P.;09.01.2013;Medicine and Science in Sports and Exercise;45;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883284814&origin=inward;"Rasmussen P.:57203104826;Siebenmann C.:42162323000;Diaz V.:7005053556;Lundby C.:57203056925"
4808;SCOPUS_ID:84880951681;2-s2.0-84880951681;Ultrasound guided injections of platelets rich plasma for muscle injury in professional athletes. Comparative study;Bubnov R.;06.01.2013;Medical Ultrasonography;15;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880951681&origin=inward;"Bubnov R.:38360919800;Yevseenko V.:55808694800;Semeniv I.:55808633800"
4809;SCOPUS_ID:84879229933;2-s2.0-84879229933;Seeking huntington disease biomarkers by multimodal, cross-sectional basal ganglia imaging;Sánchez-Castañeda C.;07.01.2013;Human Brain Mapping;34;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879229933&origin=inward;"Sanchez-Castaneda C.:27467930900;Cherubini A.:7005767825;Elifani F.:55006045000;Peran P.:16320009700;Orobello S.:8372445700;Capelli G.:20333815900;Sabatini U.:7003704731;Squitieri F.:7003294555"
4810;SCOPUS_ID:84875504942;2-s2.0-84875504942;Eight clinical conundrums relating to anterior cruciate ligament (ACL) injury in sport: Recent evidence and a personal reflection;Renström P.;04.01.2013;British Journal of Sports Medicine;47;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875504942&origin=inward;Renstrom P.A.:7006103028
4811;SCOPUS_ID:84873381682;2-s2.0-84873381682;Therapeutic advantage in selective ligament augmentation for partial tears of the anterior cruciate ligament: Results in an animal model;Mifune Y.;02.01.2013;American Journal of Sports Medicine;41;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873381682&origin=inward;"Mifune Y.:22954212500;Ota S.:51161904800;Takayama K.:26536598400;Hoshino Y.:56519173900;Matsumoto T.:8721421500;Kuroda R.:7101762370;Kurosaka M.:7006134457;Fu F.H.:7201607699;Huard J.:7101613638"
4812;SCOPUS_ID:84872336370;2-s2.0-84872336370;Cyclic loading of tendon fascicles using a novel fatigue loading system increases interleukin-6 expression by tenocytes;Legerlotz K.;02.01.2013;Scandinavian Journal of Medicine and Science in Sports;23;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872336370&origin=inward;"Legerlotz K.:24178455300;Jones G.C.:8067661900;Screen H.R.C.:6505943643;Riley G.P.:55855752500"
4813;SCOPUS_ID:84887044448;2-s2.0-84887044448;Sprint interval training in hypoxia stimulates glycolytic enzyme activity;Puype J.;11.01.2013;Medicine and Science in Sports and Exercise;45;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887044448&origin=inward;"Puype J.:26324990900;Van Proeyen K.:26868280200;Raymackers J.-M.:6701543679;Deldicque L.:57196444923;Hespel P.:7006123238"
4814;SCOPUS_ID:84879959476;2-s2.0-84879959476;Transcranial passive acoustic mapping with hemispherical sparse arrays using CT-based skull-specific aberration corrections: A simulation study;Jones R.;7.21.13;Physics in Medicine and Biology;58;24;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879959476&origin=inward;"Jones R.M.:56846135300;O'Reilly M.A.:35761292300;Hynynen K.:7101922701"
4815;SCOPUS_ID:84879772259;2-s2.0-84879772259;Isolation and characterization of 2 new human rotator cuff and long head of biceps tendon cells possessing stem cell-like self-renewal and multipotential differentiation capacity;Randelli P.;07.01.2013;American Journal of Sports Medicine;41;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879772259&origin=inward;"Randelli P.:6701310013;Conforti E.:26038892000;Piccoli M.:18434850600;Ragone V.:11338891100;Creo P.:55173792000;Cirillo F.:35893194000;Masuzzo P.:55782529700;Tringali C.:7004749042;Cabitza P.:7003392702;Tettamanti G.:7102494699;Gagliano N.:6701720160;Anastasia L.:6701511752"
4816;SCOPUS_ID:84879466004;2-s2.0-84879466004;Current concepts in the imaging of uterine sarcoma;Tirumani S.;04.01.2013;Abdominal Imaging;38;14;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879466004&origin=inward;"Tirumani S.H.:47561978500;Ojili V.:22136267400;Shanbhogue A.K.P.:26021491300;Fasih N.:25951252200;Ryan J.G.:55452392800;Reinhold C.:24446271600"
4817;SCOPUS_ID:84877651528;2-s2.0-84877651528;Expression of extracellular matrix components and related growth factors in human tendon and muscle after acute exercise;Heinemeier K.;06.01.2013;Scandinavian Journal of Medicine and Science in Sports;23;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877651528&origin=inward;"Heinemeier K.M.:6602277811;Bjerrum S.S.:56955456000;Schjerling P.:6603669211;Kjaer M.:26424698800"
4818;SCOPUS_ID:84875418540;2-s2.0-84875418540;Systematic review of sonographic findings of placental mesenchymal dysplasia and subsequent pregnancy outcome;Nayeri U.;04.01.2013;Ultrasound in Obstetrics and Gynecology;41;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875418540&origin=inward;"Nayeri U.A.:40461932000;West A.B.:56916502700;Grossetta Nardini H.K.:6506468351;Copel J.A.:19333707000;Sfakianaki A.K.:8678627000"
4819;SCOPUS_ID:84872108571;2-s2.0-84872108571;A medical decision support system based on support vector machines and the genetic algorithm for the evaluation of fetal well-being;Ocak H.;04.01.2013;Journal of Medical Systems;37;unknown;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84872108571&origin=inward;Ocak H.:6506127239
4820;SCOPUS_ID:84883714955;2-s2.0-84883714955;Efficacy of topical formulations containing Pimenta pseudocaryophyllus extract against UVB-induced oxidative stress and inflammation in hairless mice;Campanini M.;9.17.13;Journal of Photochemistry and Photobiology B: Biology;127;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883714955&origin=inward;"Campanini M.Z.:55879345500;Pinho-Ribeiro F.A.:55848655700;Ivan A.L.M.:55879273000;Ferreira V.S.:55879387400;Vilela F.M.P.:36678230700;Vicentini F.T.M.C.:17136412700;Martineza R.M.:55879310200;Zarpelon A.C.:57197804431;Fonseca M.J.V.:7101806194;Faria T.J.:7004253860;Baracat M.M.:18133266000;Verri Jr. W.A.:6506186655;Georgetti S.R.:6507086143;Casagrande R.:6701363665"
4821;SCOPUS_ID:84877656993;2-s2.0-84877656993;Differentiated mTOR but not AMPK signaling after strength vs endurance exercise in training-accustomed individuals;Vissing K.;06.01.2013;Scandinavian Journal of Medicine and Science in Sports;23;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877656993&origin=inward;"Vissing K.:23490664100;Mcgee S.L.:7004322315;Farup J.:36494369200;Kjolhede T.:55188651200;Vendelbo M.H.:57204772786;Jessen N.:6603036900"
4822;SCOPUS_ID:84876279489;2-s2.0-84876279489;Traumatic encephalopathy: Review and provisional research diagnostic criteria;Victoroff J.;4.22.13;NeuroRehabilitation;32;13;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876279489&origin=inward;Victoroff J.:6701538224
4823;SCOPUS_ID:84874716108;2-s2.0-84874716108;Folate receptor in adenocarcinoma and squamous cell carcinoma of the lung: Potential target for folate-linked therapeutic agents;Cagle P.;01.01.2013;Archives of Pathology and Laboratory Medicine;137;3;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874716108&origin=inward;"Cagle P.T.:7005435040;Zhai Q.J.:55616029700;Murphy L.:7201572545;Low P.S.:7202883071"
4824;SCOPUS_ID:84874096152;2-s2.0-84874096152;Toward exercise as personalized medicine;Buford T.;03.01.2013;Sports Medicine;43;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874096152&origin=inward;"Buford T.W.:14630115800;Roberts M.D.:55574232841;Church T.S.:7102848510"
4825;SCOPUS_ID:84871609783;2-s2.0-84871609783;Neuromuscular function after a bout of low-load blood flow-restricted exercise;Cook S.;01.01.2013;Medicine and Science in Sports and Exercise;45;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871609783&origin=inward;"Cook S.B.:7402119431;Murphy B.G.:55335356700;Labarbera K.E.:55538453700"
4826;SCOPUS_ID:84888135458;2-s2.0-84888135458;Patterns of performance development in elite athletes;Gulbin J.;11.01.2013;European Journal of Sport Science;13;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888135458&origin=inward;"Gulbin J.:6602907913;Weissensteiner J.:25825774800;Oldenziel K.:55336480900;Gagne F.:8400880400"
4827;SCOPUS_ID:84881157846;2-s2.0-84881157846;Stress proteins in aging and life span;Murshid A.;01.01.2013;International Journal of Hyperthermia;29;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881157846&origin=inward;"Murshid A.:14321963700;Eguchi T.:7201863253;Calderwood S.K.:7103094191"
4828;SCOPUS_ID:84874726173;2-s2.0-84874726173;Dysplastic lesions in inflammatory bowel disease: Molecular pathogenesis to morphology;Matkowskyj K.;03.01.2013;Archives of Pathology and Laboratory Medicine;137;12;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84874726173&origin=inward;"Matkowskyj K.A.:6603314095;Chen Z.E.:55616502000;Rao M.S.:7404179167;Yang G.-Y.:35735740200"
4829;SCOPUS_ID:84870463431;2-s2.0-84870463431;Specific Learning Disability and Its Newest Definition: Which Is Comprehensive? and Which Is Insufficient?;Scanlon D.;01.01.2013;Journal of Learning Disabilities;46;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84870463431&origin=inward;Scanlon D.:8127168400
4830;SCOPUS_ID:84880514541;2-s2.0-84880514541;Influence of training load on upper respiratory tract infection incidence and antigen-stimulated cytokine production;Gleeson M.;08.01.2013;Scandinavian Journal of Medicine and Science in Sports;23;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880514541&origin=inward;"Gleeson M.:55523790700;Bishop N.:7101726126;Oliveira M.:35273321300;Tauler P.:6603455183"
4831;SCOPUS_ID:84878993661;2-s2.0-84878993661;Postexercise hypertrophic adaptations: A reexamination of the hormone hypothesis and its applicability to resistance training program design;Schoenfeld B.;06.01.2013;Journal of Strength and Conditioning Research;27;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84878993661&origin=inward;Schoenfeld B.J.:6603682432
4832;SCOPUS_ID:84877791840;2-s2.0-84877791840;How does atropine exert its anti-myopia effects?;Mcbrien N.;05.01.2013;Ophthalmic and Physiological Optics;33;5;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877791840&origin=inward;"Mcbrien N.A.:7003800490;Stell W.K.:7006196524;Carr B.:55701659400"
4833;SCOPUS_ID:84875027564;2-s2.0-84875027564;Synthesis, characterization and in vitro DNA binding and cleavage studies of Cu(II)/Zn(II) dipeptide complexes;Arjmand F.;04.05.2013;Journal of Photochemistry and Photobiology B: Biology;121;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875027564&origin=inward;"Arjmand F.:6603631114;Jamsheera A.:57188770155;Mohapatra D.K.:7004095631"
4834;SCOPUS_ID:84887080121;2-s2.0-84887080121;How sex hormones promote skeletal muscle regeneration;Velders M.;11.01.2013;Sports Medicine;43;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887080121&origin=inward;"Velders M.:24400276000;Diel P.:6603819148"
4835;SCOPUS_ID:84886600726;2-s2.0-84886600726;Why does my shoulder hurt? A review of the neuroanatomical and biochemical basis of shoulder pain;Dean B.;11.01.2013;British Journal of Sports Medicine;47;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886600726&origin=inward;"Dean B.J.F.:22952698500;Gwilym S.E.:6603407172;Carr A.J.:57202559299"
4836;SCOPUS_ID:84886104390;2-s2.0-84886104390;Synthesis, characterization, DNA interaction, antioxidant and anticancer activity studies of ruthenium(II) polypyridyl complexes;Jiang G.;10.30.13;Journal of Photochemistry and Photobiology B: Biology;129;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84886104390&origin=inward;"Jiang G.-B.:55645544000;Xie Y.-Y.:54880505800;Lin G.-J.:55351264000;Huang H.-L.:35174678200;Liang Z.-H.:55669145200;Liu Y.-J.:36071787200"
4837;SCOPUS_ID:84881191318;2-s2.0-84881191318;Intracellular and extracellular Hsp70 chaperone as a target for cancer therapy;Guzhova I.;01.01.2013;International Journal of Hyperthermia;29;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84881191318&origin=inward;"Guzhova I.V.:7003428805;Shevtsov M.A.:55634036600;Abkin S.V.:55512580500;Pankratova K.M.:55512136400;Margulis B.A.:7003577705"
4838;SCOPUS_ID:84880973536;2-s2.0-84880973536;Circulating tumor cells: A review of present methods and the need to identify heterogeneous phenotypes;Millner L.;08.07.2013;Annals of Clinical and Laboratory Science;43;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880973536&origin=inward;"Millner L.M.:8527887200;Linder M.W.:7102424709;Valdes R.:7102889708"
4839;SCOPUS_ID:84879221649;2-s2.0-84879221649;Relationships between gray matter, body mass index, and waist circumference in healthy adults;Kurth F.;07.01.2013;Human Brain Mapping;34;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879221649&origin=inward;"Kurth F.:22938519600;Levitt J.G.:23051132300;Phillips O.R.:36765113400;Luders E.:6602899918;Woods R.P.:7401707283;Mazziotta J.C.:56991484900;Toga A.W.:35412870200;Narr K.L.:6602183742"
4840;SCOPUS_ID:84877246886;2-s2.0-84877246886;Language growth and genetics of specific language impairment;Rice M.;06.01.2013;International Journal of Speech-Language Pathology;15;10;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877246886&origin=inward;Rice M.L.:7202083776
4841;SCOPUS_ID:84877066142;2-s2.0-84877066142;Applications and limitations of immunohistochemical expression of napsin-a in distinguishing lung adenocarcinoma from adenocarcinomas of other organs;Kadivar M.;05.01.2013;Applied Immunohistochemistry and Molecular Morphology;21;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877066142&origin=inward;"Kadivar M.:55487035600;Boozari B.:55340038800"
4842;SCOPUS_ID:84876700020;2-s2.0-84876700020;Advances in exercise, fitness, and performance genomics in 2012;Pérusse L.;05.01.2013;Medicine and Science in Sports and Exercise;45;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876700020&origin=inward;"Perusse L.:7005230506;Rankinen T.:7006729865;Hagberg J.M.:7005010766;Loos R.J.F.:7006771047;Roth S.M.:7402433170;Sarzynski M.A.:26424754200;Wolfarth B.:6602363183;Bouchard C.:7201418586"
4843;SCOPUS_ID:84876545526;2-s2.0-84876545526;Tissue-preserving antibody cocktails to differentiate primary squamous cell carcinoma, adenocarcinoma, and small cell carcinoma of lung;Brown A.;09.01.2013;Archives of Pathology and Laboratory Medicine;137;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876545526&origin=inward;"Brown A.F.:56972960500;Sirohi D.:6507998845;Fukuoka J.:6603028499;Cagle P.T.:7005435040;Policarpio-Nicolas M.:8549367500;Tacha D.:6602125729;Jagirdar J.:7003548985"
4844;SCOPUS_ID:84876514784;2-s2.0-84876514784;Ductal carcinoma in situ of the breast: Current concepts and future directions;Siziopikou K.;04.01.2013;Archives of Pathology and Laboratory Medicine;137;4;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876514784&origin=inward;Siziopikou K.P.:6603682548
4845;SCOPUS_ID:84875608617;2-s2.0-84875608617;Do patients with chronic patellar tendinopathy have an altered somatosensory profile? - A Quantitative Sensory Testing (QST) study;van Wilgen C.;04.01.2013;Scandinavian Journal of Medicine and Science in Sports;23;6;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875608617&origin=inward;"van Wilgen C.P.:6603456580;Konopka K.H.:36573850600;Keizer D.:24461833300;Zwerver J.:16551258200;Dekker R.:57200832833"
4846;SCOPUS_ID:84887209065;2-s2.0-84887209065;Multiple channeling improves the structural integrity of rotator cuff repair;Jo C.;11.01.2013;American Journal of Sports Medicine;41;7;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84887209065&origin=inward;"Jo C.H.:48161275800;Shin J.S.:55458745600;Park I.W.:55918467800;Kim H.:57203629904;Lee S.Y.:55890656900"
4847;SCOPUS_ID:84884628052;2-s2.0-84884628052;Dynamic whole-body PET parametric imaging: II. Task-oriented statistical estimation;Karakatsanis N.;10.21.13;Physics in Medicine and Biology;58;26;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884628052&origin=inward;"Karakatsanis N.A.:55397136200;Lodge M.A.:7005049382;Zhou Y.:35291190000;Wahl R.L.:36043691500;Rahmim A.:8960894400"
4848;SCOPUS_ID:84883293561;2-s2.0-84883293561;Exercise attenuates M1 macrophages and CD8+ T cells in the adipose tissue of obese mice;Kawanishi N.;09.01.2013;Medicine and Science in Sports and Exercise;45;9;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84883293561&origin=inward;"Kawanishi N.:23975867100;Mizokami T.:55215286200;Yano H.:35767200200;Suzuki K.:7501776651"
4849;SCOPUS_ID:84880701761;2-s2.0-84880701761;Assessing the effects of electroconvulsive therapy on cortical excitability by means of transcranial magnetic stimulation and electroencephalography;Casarotto S.;04.01.2013;Brain Topography;26;11;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880701761&origin=inward;"Casarotto S.:6507035208;Canali P.:55185211100;Rosanova M.:24504363800;Pigorini A.:26538997600;Fecchio M.:55373151000;Mariotti M.:7006590207;Lucca A.:7003699172;Colombo C.:7102900454;Benedetti F.:7103364061;Massimini M.:6603479164"
4850;SCOPUS_ID:84879471229;2-s2.0-84879471229;Mesenchymal stem cells from a hypoxic culture improve and engraft achilles tendon repair;Huang T.;05.01.2013;American Journal of Sports Medicine;41;8;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84879471229&origin=inward;"Huang T.-F.:8621103800;Yew T.-L.:36982548800;Chiang E.-R.:22955351500;Ma H.-L.:24438254000;Hsu C.-Y.:50262009000;Hsu S.-H.:36015174300;Hsu Y.-T.:54913888300;Hung S.-C.:7201936262"
